district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr,nearest_city,property_type,house_size_sqft,house_age,condition,furnishing_status,road_access_width_ft,distance_to_main_road_km,distance_to_town_km,has_boundary_wall,has_servant_room,has_hot_water,has_security,roof_type,floor_type,listed_year,price_per_perch,bathroom_bedroom_ratio,luxury_score,location_category,house_selling_price_lkr
Matara,Nupe,10,4,3,86,0,TRUE,FALSE,Pipe-borne,Single phase,1,1996,9922987,Matara,House,1800,30,Needs renovation,Unfurnished,12,2.12,0.49,TRUE,TRUE,FALSE,TRUE,Asbestos,Terrazzo,2025,992299,0.75,3,Urban,19092000
Badulla,Bandarawela,3,1,1,35,1,TRUE,FALSE,Well,Single phase,2,2007,4040331,Badulla,House,790,19,Average,Unfurnished,15,1.52,2.98,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2025,1346777,1,3,Semi-urban,8935000
Kurunegala,Melsiripura,10,4,4,125,3,TRUE,FALSE,Both,Single phase,2,2021,17618989,Kurunegala,House,2350,5,Good,Unfurnished,25,0.79,0.41,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2025,1761899,1,5,Urban,36813000
Kalutara,Wadduwa,29,6,5,250,2,TRUE,FALSE,Pipe-borne,Three phase,3,1988,48500451,Kalutara,House,3610,38,Needs renovation,Unfurnished,25,2.23,2.69,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2023,1672429,0.83,5,Urban,66493000
Hambantota,Ambalantota,16,7,5,193,1,FALSE,FALSE,Well,Three phase,2,1988,16682186,Hambantota,Villa,3470,38,Needs renovation,Fully furnished,30,3.73,9.97,TRUE,FALSE,TRUE,FALSE,Tile,Cement,2025,1042637,0.71,6,Semi-urban,36775000
Jaffna,Jaffna Town,7,3,3,39,0,TRUE,TRUE,Pipe-borne,Three phase,2,1991,9912578,Jaffna,House,1760,35,Needs renovation,Unfurnished,15,0.41,3.3,TRUE,FALSE,TRUE,TRUE,Asbestos,Tile,2025,1416083,1,7,Urban,15362000
Anuradhapura,Nuwaragam Palatha,11,2,2,104,0,FALSE,TRUE,Well,Single phase,2,2024,15458525,Anuradhapura,House,1400,2,New,Unfurnished,25,2.21,5.73,FALSE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,1405320,1,3,Semi-urban,26090000
Anuradhapura,New Town,2,1,1,35,3,TRUE,TRUE,Both,Three phase,1,2008,4072295,Anuradhapura,House,820,18,Average,Semi furnished,20,1.38,8.17,TRUE,TRUE,TRUE,FALSE,Concrete slab,Granite,2025,2036148,1,10,Semi-urban,11061000
Kandy,Peradeniya,2,1,1,71,3,TRUE,TRUE,Pipe-borne,Single phase,1,2000,7172789,Kandy,Annex,950,26,Needs renovation,Semi furnished,20,1.75,1.95,FALSE,FALSE,FALSE,FALSE,Asbestos,Cement,2024,3586394,1,7,Urban,11417000
Batticaloa,Batticaloa Town,21,7,5,204,1,TRUE,FALSE,Pipe-borne,Three phase,2,2007,26523406,Batticaloa,Villa,3600,19,Average,Semi furnished,12,7.84,4.66,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,1263019,0.71,6,Rural,46839000
Gampaha,Ragama,4,2,2,35,0,TRUE,FALSE,Well,Single phase,1,2020,7441019,Gampaha,Annex,1030,6,Good,Fully furnished,12,1.75,0.9,TRUE,FALSE,TRUE,TRUE,Concrete slab,Tile,2026,1860255,1,6,Urban,19803000
Kandy,Tennekumbura,6,2,1,86,0,TRUE,FALSE,Pipe-borne,Single phase,2,2010,12533597,Kandy,House,1120,16,Average,Fully furnished,20,0.92,0.44,TRUE,FALSE,TRUE,TRUE,Concrete slab,Tile,2025,2088933,0.5,6,Urban,23802000
Monaragala,Monaragala Central,29,4,3,250,2,TRUE,TRUE,Well,Single phase,3,2021,41172865,Monaragala,House,2780,5,Good,Semi furnished,15,3.12,19.47,FALSE,FALSE,FALSE,FALSE,Tile,Tile,2023,1419754,0.75,6,Rural,54301000
Kegalle,Kegalle Central,17,6,5,216,1,FALSE,TRUE,Well,Three phase,2,2019,23736965,Kegalle,Villa,3160,7,Good,Unfurnished,12,0.6,6.36,FALSE,FALSE,FALSE,FALSE,Concrete slab,Tile,2024,1396292,0.83,4,Semi-urban,47430000
Kurunegala,Kurunegala Town,26,5,5,192,1,TRUE,TRUE,Pipe-borne,Single phase,3,2018,30505894,Kurunegala,House,3080,8,Good,Unfurnished,12,0.34,4.81,FALSE,FALSE,FALSE,FALSE,Concrete slab,Tile,2026,1173304,1,4,Urban,53518000
Kurunegala,Kurunegala Town,6,2,2,73,2,TRUE,FALSE,Both,Three phase,1,2025,8563547,Kurunegala,House,1130,1,New,Unfurnished,12,1.13,2.42,FALSE,FALSE,FALSE,FALSE,Concrete slab,Tile,2025,1427258,1,4,Urban,19915000
Ratnapura,Ratnapura Town,5,3,3,35,0,FALSE,TRUE,Both,Single phase,1,1994,4721533,Ratnapura,House,1610,32,Needs renovation,Fully furnished,25,2.72,8.46,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2025,944307,1,5,Semi-urban,14238000
Matara,Nupe,39,7,5,250,1,TRUE,FALSE,Both,Single phase,2,2018,55425595,Matara,House,3420,8,Good,Unfurnished,15,0.35,4.43,TRUE,FALSE,FALSE,TRUE,Concrete slab,Tile,2023,1421169,0.71,4,Urban,87750000
Mannar,Mannar Central,5,3,2,56,1,FALSE,TRUE,Well,Three phase,1,2010,5315726,Mannar,House,1320,16,Average,Semi furnished,10,5.28,18.08,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2024,1063145,0.67,7,Rural,13745000
Kurunegala,Pannala,19,7,5,214,1,FALSE,FALSE,Well,Single phase,3,2012,24574632,Kurunegala,Villa,3660,14,Average,Unfurnished,15,0.33,0.98,TRUE,FALSE,FALSE,TRUE,Tile,Cement,2024,1293402,0.71,3,Urban,52771000
Matale,Matale Central,11,5,5,76,0,FALSE,FALSE,Both,Single phase,2,2019,10233681,Matale,House,2570,7,Good,Fully furnished,15,0.53,7.61,FALSE,TRUE,FALSE,FALSE,Concrete slab,Tile,2025,930335,1,2,Semi-urban,35479000
Matale,Matale Central,3,4,4,35,0,FALSE,FALSE,Pipe-borne,Single phase,2,2015,4332132,Matale,House,1760,11,Good,Unfurnished,12,2.9,8.68,TRUE,FALSE,FALSE,FALSE,Tile,Terrazzo,2023,1444044,1,1,Semi-urban,15162000
Kalutara,Beruwala,2,2,1,40,1,TRUE,TRUE,Both,Single phase,2,2000,4170884,Kalutara,Annex,1030,26,Needs renovation,Unfurnished,30,0.62,1.51,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2024,2085442,0.5,6,Urban,8760000
Kegalle,Kegalle Central,6,3,3,73,0,TRUE,TRUE,Well,Three phase,2,2003,9440289,Kegalle,House,1580,23,Average,Unfurnished,20,0.55,11.24,TRUE,FALSE,FALSE,TRUE,Concrete slab,Cement,2023,1573382,1,6,Semi-urban,19101000
Hambantota,Ambalantota,15,7,5,131,2,FALSE,FALSE,Well,Three phase,1,1989,12434749,Hambantota,Villa,3240,37,Needs renovation,Semi furnished,12,1.67,3.8,TRUE,TRUE,TRUE,FALSE,Asbestos,Cement,2024,828983,0.71,6,Semi-urban,29880000
Kilinochchi,Kilinochchi Central,9,2,1,126,1,TRUE,TRUE,Pipe-borne,Single phase,1,2024,10121172,Kilinochchi,House,1250,2,New,Unfurnished,20,6.14,8.73,TRUE,FALSE,TRUE,TRUE,Tile,Granite,2026,1124575,0.5,7,Rural,18976000
Matale,Matale Central,6,4,4,81,0,FALSE,FALSE,Pipe-borne,Single phase,2,1992,6647340,Matale,House,2050,34,Needs renovation,Semi furnished,20,0.8,9.69,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2025,1107890,1,3,Semi-urban,13863000
Kegalle,Kegalle Central,3,1,1,39,2,TRUE,FALSE,Both,Single phase,2,2021,4300716,Kegalle,House,1040,5,Good,Semi furnished,10,0.94,9.18,TRUE,FALSE,FALSE,TRUE,Concrete slab,Tile,2026,1433572,1,6,Semi-urban,13749000
Kurunegala,Polgahawela,14,6,5,111,1,TRUE,FALSE,Well,Three phase,1,2015,14908424,Kurunegala,House,2980,11,Good,Fully furnished,15,1.62,4.85,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2025,1064887,0.83,6,Urban,47721000
Ampara,Ampara Central,14,5,4,164,1,TRUE,TRUE,Both,Three phase,1,2023,19320306,Ampara,House,2450,3,New,Semi furnished,12,5.39,6.66,TRUE,FALSE,FALSE,FALSE,Tile,Wood,2024,1380022,0.8,7,Rural,40236000
Anuradhapura,Madawachchiya,12,6,5,149,0,FALSE,TRUE,Both,Three phase,2,1996,15394670,Anuradhapura,House,3030,30,Needs renovation,Unfurnished,12,0.9,9.79,TRUE,TRUE,TRUE,FALSE,Concrete slab,Cement,2025,1282889,0.83,5,Semi-urban,23820000
Nuwara Eliya,Nuwara Eliya Central,20,5,5,176,2,FALSE,FALSE,Pipe-borne,Single phase,1,2021,41380500,Nuwara Eliya,House,2790,5,Good,Semi furnished,25,1.15,10.37,FALSE,TRUE,FALSE,FALSE,Concrete slab,Tile,2025,2069025,1,3,Semi-urban,60041000
Galle,Karapitiya,5,1,1,70,0,TRUE,FALSE,Well,Three phase,2,2009,6346228,Galle,House,970,17,Average,Semi furnished,12,0.47,0.87,FALSE,FALSE,TRUE,TRUE,Concrete slab,Terrazzo,2026,1269246,1,5,Urban,15001000
Trincomalee,Uppuveli,2,2,1,35,2,FALSE,TRUE,Both,Three phase,2,2014,4650943,Trincomalee,House,1090,12,Good,Fully furnished,12,4.99,1.18,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2024,2325472,0.5,9,Semi-urban,15647000
Nuwara Eliya,Nuwara Eliya Central,25,7,5,250,2,TRUE,TRUE,Both,Three phase,2,1991,75326200,Nuwara Eliya,House,3740,35,Needs renovation,Unfurnished,10,2,7.71,TRUE,FALSE,FALSE,TRUE,Concrete slab,Cement,2025,3013048,0.71,8,Semi-urban,76204000
Colombo,Mount Lavinia,27,6,5,250,2,TRUE,TRUE,Pipe-borne,Single phase,2,1999,85145860,Colombo,House,3380,27,Needs renovation,Unfurnished,12,0.89,2.57,TRUE,TRUE,FALSE,TRUE,Concrete slab,Cement,2024,3153550,0.83,7,Urban,101078000
Ratnapura,Kuruwita,3,1,1,36,1,FALSE,TRUE,Well,Single phase,2,2002,4054642,Ratnapura,House,810,24,Average,Fully furnished,10,2.82,9.46,FALSE,FALSE,FALSE,FALSE,Concrete slab,Tile,2025,1351547,1,5,Semi-urban,10514000
Galle,Karapitiya,4,2,1,67,0,FALSE,FALSE,Well,Three phase,2,2010,6397125,Galle,Apartment,1160,16,Average,Semi furnished,20,1.49,1.91,FALSE,FALSE,FALSE,TRUE,Concrete slab,Tile,2025,1599281,0.5,3,Urban,15379000
Trincomalee,Nilaveli,17,5,4,119,3,TRUE,TRUE,Pipe-borne,Single phase,1,2025,23320231,Trincomalee,House,2620,1,New,Semi furnished,10,4.63,7.43,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2025,1371778,0.8,9,Semi-urban,55228000
Hambantota,Hambantota Town,18,7,5,171,1,FALSE,FALSE,Well,Single phase,2,1988,16469433,Hambantota,House,3430,38,Needs renovation,Semi furnished,20,2.33,2.06,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2024,914968,0.71,4,Semi-urban,31710000
Mullaitivu,Mullaitivu Central,9,4,4,107,1,TRUE,FALSE,Both,Three phase,1,2016,7915884,Mullaitivu,House,2050,10,Good,Unfurnished,10,4.53,5.37,TRUE,FALSE,FALSE,TRUE,Concrete slab,Tile,2024,879543,1,5,Rural,21259000
Matara,Matara Town,7,2,1,57,0,FALSE,TRUE,Pipe-borne,Single phase,1,2016,7528996,Matara,House,1210,10,Good,Fully furnished,25,2.03,2.15,TRUE,FALSE,TRUE,TRUE,Asbestos,Cement,2024,1075571,0.5,7,Urban,22394000
Polonnaruwa,Polonnaruwa Central,6,2,2,70,2,FALSE,FALSE,Pipe-borne,Three phase,1,2006,5409054,Polonnaruwa,House,1450,20,Average,Fully furnished,10,5.14,7.36,TRUE,FALSE,FALSE,FALSE,Asbestos,Cement,2024,901509,1,6,Semi-urban,18552000
Vavuniya,Vavuniya Central,2,1,1,44,2,FALSE,TRUE,Both,Three phase,1,1998,3032734,Vavuniya,Annex,750,28,Needs renovation,Unfurnished,12,3.68,7.03,FALSE,FALSE,FALSE,FALSE,Concrete slab,Cement,2023,1516367,1,5,Rural,5132000
Monaragala,Monaragala Central,8,3,3,90,0,TRUE,FALSE,Well,Single phase,1,1999,7299270,Monaragala,House,1490,27,Needs renovation,Unfurnished,10,6.48,5.24,TRUE,FALSE,TRUE,FALSE,Asbestos,Cement,2025,912409,1,3,Rural,11097000
Ampara,Ampara Central,34,5,4,250,3,TRUE,FALSE,Well,Three phase,2,2018,31632721,Ampara,Bungalow,3110,8,Good,Fully furnished,15,8.16,4.26,FALSE,TRUE,TRUE,TRUE,Tile,Tile,2026,930374,0.8,9,Rural,55647000
Polonnaruwa,Polonnaruwa Central,12,4,4,104,0,FALSE,TRUE,Both,Three phase,1,2021,15177359,Polonnaruwa,House,2050,5,Good,Fully furnished,12,4.24,10.73,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2025,1264780,1,6,Semi-urban,35343000
Trincomalee,Nilaveli,10,3,2,97,1,FALSE,FALSE,Well,Single phase,2,1989,10707614,Trincomalee,House,1930,37,Needs renovation,Unfurnished,12,2.84,8.93,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2026,1070761,0.67,2,Semi-urban,16014000
Kegalle,Kegalle Central,2,3,2,35,1,FALSE,TRUE,Well,Single phase,2,1992,3393316,Kegalle,House,1360,34,Needs renovation,Unfurnished,12,1.07,7.92,TRUE,FALSE,TRUE,FALSE,Tile,Terrazzo,2024,1696658,0.67,5,Semi-urban,7735000
Badulla,Badulla Town,19,5,4,219,2,TRUE,TRUE,Pipe-borne,Single phase,2,2000,25967077,Badulla,House,3040,26,Needs renovation,Unfurnished,12,2.37,4.17,FALSE,TRUE,TRUE,FALSE,Concrete slab,Tile,2025,1366688,0.8,6,Semi-urban,35895000
Kilinochchi,Kilinochchi Central,2,2,2,35,0,FALSE,FALSE,Well,Single phase,1,2024,2117959,Kilinochchi,House,960,2,New,Semi furnished,20,5.37,5.39,FALSE,FALSE,FALSE,FALSE,Concrete slab,Tile,2023,1058980,1,1,Rural,7413000
Batticaloa,Kallady,30,5,5,250,3,FALSE,TRUE,Well,Single phase,2,2007,42322472,Batticaloa,House,2990,19,Average,Semi furnished,15,8.76,10.39,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2025,1410749,1,7,Rural,53483000
Jaffna,Kokuvil,10,4,4,155,1,FALSE,FALSE,Both,Three phase,1,2018,18027755,Jaffna,House,2130,8,Good,Fully furnished,12,0.19,2.78,FALSE,FALSE,TRUE,FALSE,Concrete slab,Tile,2024,1802776,1,5,Urban,40084000
Gampaha,Negombo,11,5,4,105,1,TRUE,TRUE,Pipe-borne,Three phase,1,2011,20706604,Gampaha,House,2320,15,Average,Semi furnished,12,0.15,3.06,TRUE,FALSE,TRUE,FALSE,Tile,Cement,2024,1882419,0.8,8,Urban,46295000
Mullaitivu,Mullaitivu Central,3,2,1,47,1,TRUE,FALSE,Both,Three phase,1,2000,3241103,Mullaitivu,Annex,930,26,Needs renovation,Semi furnished,20,1.98,10.18,TRUE,FALSE,FALSE,TRUE,Tile,Tile,2026,1080368,0.5,6,Rural,6887000
Trincomalee,China Bay,5,1,1,44,3,TRUE,TRUE,Pipe-borne,Three phase,1,2016,8768574,Trincomalee,House,980,10,Good,Semi furnished,12,2.94,5.22,FALSE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,1753715,1,9,Semi-urban,17691000
Badulla,Bandarawela,8,4,3,84,0,FALSE,FALSE,Both,Single phase,2,2021,10817931,Badulla,House,2130,5,Good,Unfurnished,25,0.63,2.69,FALSE,FALSE,FALSE,FALSE,Concrete slab,Tile,2025,1352241,0.75,0,Semi-urban,27654000
Puttalam,Puttalam Central,11,4,3,84,1,FALSE,FALSE,Both,Single phase,1,1992,10388318,Puttalam,House,2010,34,Needs renovation,Semi furnished,12,1.23,2.28,FALSE,FALSE,FALSE,TRUE,Asbestos,Cement,2024,944393,0.75,3,Semi-urban,17553000
Nuwara Eliya,Nuwara Eliya Central,9,5,5,90,1,FALSE,TRUE,Both,Three phase,2,2002,24294187,Nuwara Eliya,House,2400,24,Average,Semi furnished,12,5.37,8.64,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2023,2699354,1,7,Semi-urban,38549000
Gampaha,Kadawatha,26,7,5,250,1,FALSE,FALSE,Pipe-borne,Single phase,2,1987,40530304,Gampaha,House,3640,39,Needs renovation,Fully furnished,20,2.03,4.98,TRUE,TRUE,TRUE,TRUE,Concrete slab,Cement,2023,1558858,0.71,6,Urban,68304000
Galle,Unawatuna,2,1,1,35,0,FALSE,TRUE,Well,Single phase,2,2017,5877254,Galle,House,920,9,Good,Semi furnished,12,1.23,1.3,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2026,2938627,1,4,Urban,13019000
Nuwara Eliya,Nuwara Eliya Central,13,4,3,115,1,TRUE,TRUE,Well,Single phase,2,1986,29038717,Nuwara Eliya,House,2220,40,Needs renovation,Semi furnished,15,3.21,7.2,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,2233747,0.75,7,Semi-urban,32865000
Colombo,Wellawatte,4,1,1,56,0,TRUE,TRUE,Both,Single phase,1,1989,14436669,Colombo,Apartment,820,37,Needs renovation,Unfurnished,12,0.94,0.59,TRUE,FALSE,FALSE,FALSE,Asbestos,Cement,2023,3609167,1,4,Urban,37333000
Trincomalee,Uppuveli,3,2,1,48,0,FALSE,TRUE,Well,Three phase,1,2021,4528176,Trincomalee,House,860,5,Good,Fully furnished,12,3.14,5.05,TRUE,FALSE,FALSE,FALSE,Tile,Tile,2026,1509392,0.5,6,Semi-urban,13450000
Kurunegala,Melsiripura,2,4,3,47,0,TRUE,TRUE,Pipe-borne,Three phase,1,2000,3920813,Kurunegala,Apartment,1730,26,Needs renovation,Unfurnished,15,2.01,4.11,FALSE,FALSE,TRUE,TRUE,Asbestos,Cement,2025,1960406,0.75,6,Urban,10730000
Monaragala,Monaragala Central,26,7,5,198,1,TRUE,TRUE,Both,Three phase,2,1990,26005539,Monaragala,House,3610,36,Needs renovation,Semi furnished,30,4.31,14.33,FALSE,FALSE,FALSE,FALSE,Concrete slab,Cement,2025,1000213,0.71,6,Rural,32957000
Hambantota,Hambantota Town,2,3,2,47,0,FALSE,TRUE,Well,Single phase,1,2022,3440854,Hambantota,House,1340,4,Good,Fully furnished,20,1.53,3.76,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2026,1720427,0.67,5,Semi-urban,12043000
Kalutara,Beruwala,2,3,2,38,2,FALSE,FALSE,Pipe-borne,Single phase,1,2003,5535153,Kalutara,House,1210,23,Average,Semi furnished,15,0.5,1.23,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2024,2767576,0.67,5,Urban,14724000
Polonnaruwa,Polonnaruwa Central,11,5,4,99,0,FALSE,FALSE,Both,Three phase,2,2013,9376446,Polonnaruwa,House,2490,13,Average,Semi furnished,25,1.56,8.06,TRUE,TRUE,FALSE,FALSE,Concrete slab,Terrazzo,2026,852404,0.8,3,Semi-urban,27193000
Kegalle,Kegalle Central,19,7,5,169,1,TRUE,FALSE,Well,Single phase,2,2022,25003033,Kegalle,House,3420,4,Good,Unfurnished,20,1.26,4.19,TRUE,FALSE,FALSE,FALSE,Concrete slab,Terrazzo,2024,1315949,0.71,3,Semi-urban,52615000
Colombo,Mount Lavinia,10,4,3,136,1,FALSE,TRUE,Well,Single phase,1,2013,41855250,Colombo,House,2080,13,Average,Fully furnished,12,2.24,4.94,TRUE,TRUE,TRUE,TRUE,Concrete slab,Tile,2026,4185525,0.75,8,Urban,56072000
Kandy,Kandy City,2,1,1,65,1,TRUE,FALSE,Pipe-borne,Three phase,1,2001,4961894,Kandy,Apartment,630,25,Average,Semi furnished,12,1.63,0.52,TRUE,FALSE,TRUE,FALSE,Tile,Granite,2024,2480947,1,6,Urban,9475000
Matale,Matale Central,15,4,3,174,3,TRUE,TRUE,Both,Single phase,2,2024,25122021,Matale,House,2410,2,New,Semi furnished,15,2.08,6.88,TRUE,TRUE,FALSE,FALSE,Concrete slab,Tile,2023,1674801,0.75,8,Semi-urban,54781000
Matale,Matale Central,12,5,4,127,0,TRUE,FALSE,Both,Three phase,1,2005,16185945,Matale,House,2580,21,Average,Semi furnished,12,1.14,1.14,TRUE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2025,1348829,0.8,5,Semi-urban,35275000
Kalutara,Kalutara North,14,6,5,160,3,FALSE,TRUE,Both,Three phase,2,1994,26405685,Kalutara,House,3100,32,Needs renovation,Semi furnished,12,0.18,4.29,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2026,1886120,0.83,9,Urban,42912000
Monaragala,Monaragala Central,12,4,4,86,1,TRUE,FALSE,Both,Single phase,1,2002,10259573,Monaragala,House,2280,24,Average,Unfurnished,25,5.22,16.64,TRUE,FALSE,FALSE,TRUE,Asbestos,Terrazzo,2026,854964,1,4,Rural,20466000
Mullaitivu,Mullaitivu Central,2,1,1,35,0,TRUE,TRUE,Well,Single phase,1,1992,1806239,Mullaitivu,House,810,34,Needs renovation,Unfurnished,12,3,10.71,TRUE,FALSE,TRUE,FALSE,Tile,Cement,2023,903120,1,5,Rural,4145000
Kandy,Gatambe,27,7,5,250,1,TRUE,TRUE,Well,Single phase,3,1986,55501633,Kandy,House,3850,40,Needs renovation,Semi furnished,12,0.89,1.55,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2024,2055616,0.71,7,Urban,70179000
Anuradhapura,Madawachchiya,10,3,2,57,2,TRUE,FALSE,Pipe-borne,Three phase,1,2014,9964749,Anuradhapura,House,1790,12,Good,Unfurnished,20,4.37,4.62,FALSE,FALSE,TRUE,FALSE,Tile,Tile,2026,996475,0.67,5,Semi-urban,22380000
Anuradhapura,New Town,12,5,4,118,3,TRUE,TRUE,Pipe-borne,Three phase,1,1996,14159156,Anuradhapura,House,2390,30,Needs renovation,Fully furnished,15,5.08,5.86,TRUE,FALSE,TRUE,FALSE,Asbestos,Cement,2026,1179930,0.8,11,Semi-urban,25528000
Kandy,Kandy City,41,5,4,250,1,TRUE,TRUE,Well,Single phase,2,2008,59505670,Kandy,House,2900,18,Average,Unfurnished,12,1.68,2.03,TRUE,FALSE,FALSE,TRUE,Tile,Tile,2026,1451358,0.8,6,Urban,82153000
Mullaitivu,Mullaitivu Central,7,3,2,106,3,FALSE,FALSE,Pipe-borne,Single phase,2,1993,8929311,Mullaitivu,House,1840,33,Needs renovation,Unfurnished,10,1.79,19.66,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2023,1275616,0.67,4,Rural,12714000
Ratnapura,Ratnapura Town,6,3,3,83,0,TRUE,TRUE,Both,Single phase,1,1987,7992605,Ratnapura,House,1570,39,Needs renovation,Semi furnished,30,4.84,10.48,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2025,1332101,1,6,Semi-urban,13504000
Trincomalee,China Bay,11,5,4,143,0,TRUE,FALSE,Both,Three phase,2,1994,13383147,Trincomalee,House,2650,32,Needs renovation,Unfurnished,15,0.84,10.08,TRUE,FALSE,FALSE,TRUE,Concrete slab,Cement,2023,1216650,0.8,4,Semi-urban,22693000
Batticaloa,Eravur,17,6,5,131,1,TRUE,TRUE,Well,Three phase,1,1990,15088002,Batticaloa,Villa,2930,36,Needs renovation,Unfurnished,12,1.72,15.99,FALSE,FALSE,TRUE,FALSE,Tile,Cement,2023,887530,0.83,6,Rural,22081000
Kurunegala,Melsiripura,3,2,1,45,1,FALSE,FALSE,Pipe-borne,Three phase,2,2022,5174274,Kurunegala,House,1120,4,Good,Unfurnished,12,0.55,1.49,TRUE,FALSE,FALSE,TRUE,Concrete slab,Cement,2025,1724758,0.5,4,Urban,14654000
Colombo,Wellawatte,10,4,3,119,1,TRUE,TRUE,Pipe-borne,Single phase,1,2017,36416509,Colombo,House,1870,9,Good,Unfurnished,12,2.26,3.6,FALSE,TRUE,TRUE,TRUE,Concrete slab,Tile,2023,3641651,0.75,6,Urban,99265000
Matale,Matale Central,33,7,5,234,1,FALSE,TRUE,Both,Single phase,2,1996,35032529,Matale,Villa,3600,30,Needs renovation,Unfurnished,20,2.31,4.97,TRUE,FALSE,TRUE,FALSE,Asbestos,Cement,2023,1061592,0.71,5,Semi-urban,50811000
Mannar,Mannar Central,7,1,1,52,0,FALSE,TRUE,Pipe-borne,Single phase,2,2017,6915891,Mannar,House,1110,9,Good,Fully furnished,20,2.04,14.37,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2026,987984,1,6,Rural,15729000
Kandy,Peradeniya,14,4,3,111,2,TRUE,FALSE,Both,Three phase,1,2022,22855167,Kandy,House,2090,4,Good,Semi furnished,20,2.18,1.42,TRUE,FALSE,TRUE,TRUE,Asbestos,Tile,2025,1632512,0.75,8,Urban,51312000
Kilinochchi,Kilinochchi Central,3,1,1,35,2,TRUE,TRUE,Both,Three phase,1,1990,4064773,Kilinochchi,Annex,820,36,Needs renovation,Semi furnished,15,2.29,11.36,FALSE,FALSE,TRUE,FALSE,Asbestos,Cement,2025,1354924,1,8,Rural,7001000
Matara,Weligama,2,2,1,42,3,TRUE,FALSE,Both,Three phase,2,1996,5273476,Matara,Annex,1220,30,Needs renovation,Fully furnished,12,2.21,3.36,FALSE,FALSE,TRUE,FALSE,Concrete slab,Cement,2023,2636738,0.5,8,Urban,12512000
Mannar,Mannar Central,2,2,1,54,0,FALSE,TRUE,Pipe-borne,Three phase,1,2014,2703135,Mannar,House,1030,12,Good,Unfurnished,15,5.47,14.82,TRUE,TRUE,TRUE,FALSE,Tile,Tile,2025,1351568,0.5,5,Rural,8857000
Ampara,Ampara Central,7,2,1,47,2,FALSE,FALSE,Both,Single phase,1,2005,7697546,Ampara,House,1270,21,Average,Fully furnished,12,8.55,10.01,TRUE,FALSE,TRUE,TRUE,Tile,Tile,2023,1099649,0.5,7,Rural,16865000
Mannar,Mannar Central,5,2,1,35,1,TRUE,TRUE,Both,Three phase,2,1993,4741468,Mannar,House,1210,33,Needs renovation,Unfurnished,25,8.67,19.4,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2026,948294,0.5,6,Rural,7443000
Trincomalee,Uppuveli,7,3,3,47,2,TRUE,FALSE,Well,Three phase,1,2011,8971016,Trincomalee,House,1480,15,Average,Semi furnished,20,2.81,5.23,TRUE,FALSE,TRUE,FALSE,Asbestos,Cement,2026,1281574,1,7,Semi-urban,20704000
Mullaitivu,Mullaitivu Central,11,4,3,142,0,TRUE,FALSE,Pipe-borne,Three phase,2,1986,11946561,Mullaitivu,House,2050,40,Needs renovation,Unfurnished,12,7.81,7.41,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2024,1086051,0.75,3,Rural,14984000
Trincomalee,China Bay,11,2,1,130,2,FALSE,TRUE,Well,Three phase,1,2015,13321722,Trincomalee,House,1460,11,Good,Fully furnished,15,3.66,2.19,FALSE,FALSE,FALSE,TRUE,Concrete slab,Tile,2025,1211066,0.5,8,Semi-urban,27644000
Vavuniya,Vavuniya Central,5,2,2,82,2,FALSE,FALSE,Pipe-borne,Single phase,1,2008,7605956,Vavuniya,House,1230,18,Average,Semi furnished,20,2.84,15.54,FALSE,FALSE,FALSE,TRUE,Concrete slab,Tile,2024,1521191,1,4,Rural,13239000
